stock,date,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility,Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Price,Recom,SMA20,SMA50,SMA200,Volume,Change,cap,size
cara,12-18-2020,-,-,-2.12,2.00%,46.89M,-0.52%,766.39M,-,-1.78,-6.62%,41.83M,4.84%,-99.10M,-,0.35,68.60%,9.46%,20.86%,27.50M,27.87,-20.90%,2.07%,9.41,-13.11%,2.73,5.63,-44.70%,-53.20%,-,-4.53%,2.43,6.34,-,-64.40%,8.88 - 19.13,-4.53%,-,-,-24.10%,-59.40%,-20.09%,1.71,-,8.00,44.30%,-,72.18%,0.59,76,8.00,60.30%,-,52.78,4.47% 3.86%,Yes,0.00,52.30%,-,0.52,15.38,Yes,0.00,Nov 09 AMC,-,420.54K,15.29,1.70,1.05%,3.41%,0.78%,"149,779",-0.59%,small,766390000.0
care,12-18-2020,-,-,-1.71,2.40%,26.39M,5.57%,287.06M,23.38,0.47,0.00%,24.62M,17.29%,-45.20M,-,0.10,32.40%,0.77%,65.26%,147.20M,1.95,122.60%,-1.83%,2.68,43.19%,16.48,0.67,126.90%,-1.10%,10.17,-53.34%,2.87,3.83,-,-9.70%,6.30 - 24.08,-53.34%,-,-,-4.60%,22.80%,-55.23%,1.30,-,-,1.60%,-,71.11%,0.47,994,-,-15.40%,71.20%,63.00,2.73% 4.41%,No,0.00,-857.90%,-30.70%,0.46,10.99,Yes,0.00,-,-,71.25K,10.78,2.00,5.21%,21.94%,36.23%,"22,549",-1.91%,small,287060000.0
carg,12-18-2020,-,56.16,0.58,2.10%,113.03M,-4.68%,3.62B,29.38,1.10,-42.16%,83.50M,29.14%,65.60M,2.05,0.27,96.90%,14.29%,49.56%,558.10M,6.48,-35.40%,-0.04%,7.48,24.42%,2.99,10.82,7.84%,15.70%,32.58,-8.04%,2.20,14.71,27.35%,22.40%,14.25 - 38.53,-8.04%,-,28.78,-,14.70%,-17.09%,-,-,5.00,-,92.50%,124.18%,1.15,921,5.00,-2.00%,14.00%,65.11,2.85% 4.22%,Yes,0.00,211.90%,11.70%,0.25,32.35,Yes,0.00,Nov 05 AMC,0.00%,1.59M,31.94,2.20,7.01%,26.54%,32.10%,"279,239",-1.25%,large,3620000000.0
carr,12-18-2020,S&P 500,21.45,1.76,0.04%,866.40M,-0.79%,32.93B,19.89,1.90,0.00%,866.38M,-0.89%,1.54B,-,0.34,84.00%,0.97%,23.54%,17.36B,1.90,-22.60%,-0.78%,1.64,66.87%,5.88,6.42,11.92%,-,41.20,-,4.41,8.56,-4.62%,-,11.50 - 41.48,214.42%,0.48,14.63,-,14.00%,-9.86%,-,1.27%,1.50,-,29.40%,225.13%,0.99,52635,1.80,3.70%,13.80%,48.18,2.53% 2.53%,Yes,2.35,48.00%,8.90%,0.23,37.73,Yes,2.31,Oct 29 BMO,9.00%,5.14M,37.39,2.20,-0.68%,0.43%,38.40%,"803,853",-0.90%,large,32930000000.0
cars,12-18-2020,-,-,-12.37,1.60%,67.30M,-1.96%,770.86M,7.35,1.56,0.81%,66.38M,2.86%,-828.40M,-,0.45,-,4.29%,42.20%,546.70M,1.41,-14.20%,0.35%,2.62,102.29%,4.79,2.40,17.61%,-61.00%,12.50,-5.97%,0.65,17.60,15.00%,-154.80%,3.25 - 13.47,-5.97%,-,7.76,-,-23.30%,-15.89%,2.42,-,1.40,4.10%,71.50%,248.62%,0.62,1500,1.40,-5.10%,-,48.70,4.58% 4.99%,Yes,1.83,97.10%,-,0.15,11.49,Yes,1.73,Nov 09 BMO,-,1.09M,11.33,2.40,-5.10%,9.70%,49.29%,"109,070",-1.39%,small,770860000.0
carv,12-18-2020,-,-,-1.31,2.00%,3.78M,1.69%,19.93M,-,-,-4.62%,0.62M,-7.93%,-4.90M,-,-,10.90%,5.78%,2.64%,20.60M,0.97,8.70%,2.50%,0.07,-9.19%,7.50,0.88,-,-0.80%,-,173.86%,23.75,0.28,-,-49.40%,1.25 - 22.97,172.32%,-,-,-,420.40%,-71.77%,1.63,-,-,-0.60%,-,418.77%,0.34,109,-,-3.80%,75.60%,42.73,3.56% 5.49%,No,0.00,24.50%,-23.60%,0.07,6.62,Yes,0.00,-,-,525.25K,6.48,-,-3.32%,-4.78%,26.22%,"25,486",-2.05%,small,19930000.0
casa,12-18-2020,-,-,-0.29,0.80%,83.30M,-4.05%,520.85M,21.23,0.30,0.00%,30.43M,20.34%,-24.10M,-,0.11,70.20%,7.31%,58.56%,385.60M,1.35,-172.30%,-2.78%,7.34,49.65%,0.57,11.21,157.26%,-5.50%,6.60,56.23%,1.92,3.33,-,-58.30%,1.85 - 7.97,56.23%,-,13.42,-31.80%,-9.90%,-21.83%,-,-,2.30,6.00%,51.30%,236.76%,0.42,997,3.30,29.20%,4.40%,49.75,5.63% 7.28%,Yes,6.09,140.20%,-6.20%,0.49,6.39,Yes,6.05,Oct 28 AMC,-,302.75K,6.23,3.10,-6.59%,12.86%,34.24%,"102,876",-2.50%,small,520850000.0
cash,12-18-2020,-,12.38,2.92,1.20%,34.63M,0.89%,1.22B,8.96,4.04,-49.67%,31.35M,9.31%,104.70M,-,0.55,74.20%,2.01%,88.24%,292.80M,4.15,17.90%,0.40%,2.31,106.74%,24.37,1.48,28.57%,1.60%,40.25,-0.90%,13.53,2.67,-,12.70%,13.09 - 40.00,-0.90%,0.20,2.71,27.10%,24.30%,-8.55%,0.96,0.55%,-,36.60%,-,179.45%,1.21,1015,-,-15.30%,79.90%,63.57,2.89% 3.34%,Yes,0.12,-28.70%,35.80%,0.17,36.18,Yes,0.12,Oct 28 AMC,6.80%,271.87K,36.58,1.70,3.46%,12.28%,65.11%,"31,265",1.11%,large,1220000000.0
casi,12-18-2020,-,-,-0.45,4.10%,117.94M,-3.58%,379.35M,-,-0.24,-,70.74M,18.88%,-47.00M,-,-0.07,32.10%,2.67%,93.46%,11.70M,32.42,-48.00%,68.63%,4.27,19.84%,0.78,3.79,33.30%,-43.90%,4.00,-4.21%,0.60,4.97,-,-63.00%,1.15 - 3.32,-4.21%,-,-,12.10%,-64.30%,-13.55%,0.41,-,14.90,180.60%,24.20%,149.57%,0.24,125,15.00,50.00%,-,59.19,8.06% 8.82%,No,0.00,-42.90%,-,0.65,2.96,Yes,0.00,Nov 09 AMC,-,442.61K,2.87,1.50,8.42%,25.50%,38.96%,"197,106",-3.04%,small,379350000.0
cass,12-18-2020,-,22.55,1.72,0.80%,14.35M,2.24%,556.92M,-,-,-3.88%,12.16M,-8.53%,25.10M,-,-,66.60%,3.09%,-3.55%,150.60M,3.70,2.20%,-0.29%,9.53,1.09%,17.53,2.21,-,1.40%,-,-32.78%,15.66,2.48,-,10.20%,28.85 - 58.50,-32.78%,1.08,23.01,5.80%,4.60%,-33.67%,0.84,2.78%,-,6.30%,97.90%,34.51%,1.39,875,-,-13.60%,20.50%,38.64,2.93% 3.18%,Yes,2.13,-28.70%,16.70%,0.60,38.81,Yes,0.00,Oct 22 BMO,61.80%,39.38K,38.81,-,-6.16%,-6.97%,-0.10%,"16,251",-0.01%,small,556920000.0
casy,12-18-2020,-,20.28,8.82,0.20%,37.03M,0.69%,6.59B,22.43,7.98,-1.21%,36.77M,-1.55%,328.60M,2.74,1.05,86.90%,1.99%,0.69%,8.38B,0.79,28.70%,-2.46%,3.38,19.24%,50.22,3.56,-1.68%,8.10%,204.58,12.50%,10.98,16.29,7.40%,19.20%,114.01 - 196.57,12.50%,1.36,19.26,9.00%,10.40%,-8.72%,0.88,0.76%,0.90,3.40%,27.20%,57.38%,4.42,17282,1.30,-10.90%,5.70%,48.86,1.95% 2.60%,Yes,0.73,36.10%,3.90%,0.44,178.87,Yes,0.73,Dec 07 AMC,14.40%,216.21K,179.43,2.30,-0.36%,-0.91%,8.34%,"65,653",0.31%,large,6590000000.0
cat,12-18-2020,DJIA S&P500,29.94,6.01,0.10%,542.30M,1.96%,97.19B,24.37,7.39,-17.35%,542.19M,3.72%,3.32B,-,1.46,69.70%,1.40%,20.71%,43.66B,2.23,3.40%,2.19%,2.39,42.82%,27.57,6.53,35.74%,4.30%,173.75,21.91%,-,-,-2.72%,23.10%,87.50 - 183.81,21.91%,4.12,28.43,21.70%,12.20%,-1.60%,0.96,2.29%,1.10,-0.50%,30.40%,106.70%,3.61,102300,1.50,-22.60%,11.50%,57.89,1.63% 1.97%,Yes,2.55,-54.10%,7.60%,0.35,180.04,Yes,1.75,Oct 27 BMO,67.90%,3.16M,180.86,2.50,1.16%,5.04%,28.40%,"771,693",0.46%,large,97190000000.0
catb,12-18-2020,-,-,-2.14,0.13%,20.08M,5.19%,47.37M,-,-0.70,0.00%,20.06M,35.15%,-34.90M,-,-0.46,51.00%,9.55%,-63.97%,-,-,54.10%,2.61%,0.37,-65.21%,2.54,0.88,65.70%,-65.00%,-,-62.27%,-,-,-,-73.70%,1.25 - 8.59,-62.27%,-,-,31.70%,-,-75.55%,2.16,-,8.00,-,-,68.00%,0.22,27,8.00,-,-,48.52,11.54% 13.89%,Yes,0.00,0.20%,-,0.16,2.23,Yes,0.00,-,-,5.18M,2.10,3.00,0.53%,-0.70%,-58.87%,"586,436",-5.83%,small,47370000.0
catc,12-18-2020,-,16.51,4.30,0.20%,6.92M,0.51%,492.67M,11.50,6.17,-20.43%,6.47M,5.01%,26.00M,-,1.95,45.40%,1.33%,33.54%,119.90M,4.11,-6.90%,-1.62%,5.65,25.96%,56.81,1.25,-8.51%,0.80%,78.67,-11.43%,10.23,6.94,-,7.60%,44.20 - 80.25,-11.43%,2.12,26.63,7.30%,23.40%,-12.70%,0.50,2.99%,-,13.80%,-,58.51%,1.87,312,-,40.30%,89.60%,49.03,1.53% 2.50%,No,0.03,22.70%,21.70%,0.78,70.99,Yes,0.03,Oct 20 BMO,48.10%,15.28K,70.06,2.00,-1.51%,2.10%,21.93%,"8,166",-1.31%,small,492670000.0
catm,12-18-2020,-,69.23,0.51,0.60%,44.51M,0.17%,1.56B,18.94,1.86,0.00%,43.75M,45.14%,22.90M,-,0.54,-,12.03%,77.98%,1.16B,1.35,-36.90%,-2.72%,8.20,51.64%,7.51,4.69,16.82%,1.20%,35.90,-21.08%,5.94,5.93,-3.00%,6.70%,15.71 - 47.41,-21.08%,-,23.87,5.30%,6.30%,-25.75%,1.83,-,0.90,5.00%,34.50%,124.06%,1.18,1987,0.90,-20.50%,4.40%,75.35,1.36% 3.68%,Yes,2.67,-72.30%,1.90%,0.64,35.24,Yes,2.31,Oct 29 AMC,0.00%,642.02K,35.20,2.50,6.76%,36.17%,53.25%,"284,194",-0.11%,large,1560000000.0
cato,12-18-2020,-,-,-2.78,6.41%,22.68M,15.69%,213.58M,-,-,0.00%,19.81M,15.26%,-63.30M,-,-,78.20%,5.15%,18.80%,610.60M,0.35,20.20%,-0.24%,4.52,14.69%,11.30,0.82,-,-10.30%,-,-46.61%,6.59,1.41,10.00%,-23.30%,6.07 - 17.98,-46.61%,-,-,-7.50%,9.40%,-46.43%,0.89,-,1.20,-3.50%,26.40%,58.65%,0.47,10060,1.70,-21.30%,-17.20%,66.57,5.86% 5.12%,Yes,0.00,-339.30%,-10.60%,0.75,9.29,Yes,0.00,Nov 19 BMO,-,225.68K,9.63,-,11.56%,20.92%,11.09%,"117,123",3.66%,small,213580000.0
caty,12-18-2020,-,11.31,2.82,0.80%,79.63M,5.21%,2.55B,11.29,2.83,-0.48%,75.33M,13.03%,225.30M,1.41,0.75,72.50%,2.19%,47.28%,724.20M,3.52,4.40%,-0.64%,4.29,26.56%,29.82,1.07,3.29%,1.20%,32.00,-16.08%,18.20,1.75,8.00%,9.70%,17.58 - 38.38,-16.08%,1.24,10.64,15.10%,20.80%,-15.92%,1.52,3.88%,-,12.90%,-,83.56%,1.08,1219,-,-12.90%,77.10%,65.15,3.75% 3.26%,Yes,0.06,-21.80%,31.10%,0.33,31.93,Yes,0.06,Oct 26 AMC,43.80%,383.73K,32.27,2.60,5.09%,14.51%,26.72%,"86,045",1.06%,large,2550000000.0
cb,12-18-2020,S&P 500,30.22,5.03,0.30%,451.79M,1.17%,68.68B,13.28,11.44,-12.45%,449.37M,2.77%,2.29B,4.70,2.80,89.40%,0.64%,30.84%,34.89B,1.97,15.10%,-0.52%,1.49,20.91%,124.86,1.22,65.59%,1.30%,159.22,-2.40%,3.78,40.24,6.43%,4.20%,87.35 - 167.74,-2.40%,3.12,9.41,2.90%,6.20%,-9.37%,0.68,2.05%,-,12.20%,-,74.03%,2.77,33000,-,4.40%,7.50%,54.97,1.22% 1.70%,Yes,0.29,10.60%,6.60%,0.32,151.93,Yes,0.27,Oct 27 AMC,59.90%,1.91M,152.02,2.20,-0.37%,4.54%,20.65%,"421,047",0.06%,large,68680000000.00001
cban,12-18-2020,-,14.31,1.02,0.40%,9.50M,2.03%,141.62M,12.35,1.18,44.95%,7.00M,2.17%,9.70M,2.04,0.40,26.40%,0.67%,35.53%,62.80M,2.26,-19.90%,-3.39%,4.72,21.32%,14.78,0.99,-4.07%,0.50%,17.00,-11.70%,15.65,0.93,7.00%,6.20%,8.70 - 16.50,-11.70%,0.40,-,14.30%,26.20%,-10.91%,0.63,2.75%,-,6.20%,-,68.97%,0.47,360,-,-4.30%,84.00%,60.31,2.03% 2.91%,No,0.27,23.00%,13.60%,0.08,14.57,Yes,0.27,-,44.60%,9.91K,14.70,2.00,3.23%,8.87%,24.38%,570,0.89%,small,141620000.0
cbat,12-18-2020,-,-,-0.14,60.17%,64.91M,-14.86%,439.89M,-,-,0.00%,30.26M,-31.85%,-7.40M,-,-,0.50%,8.77%,172.28%,26.80M,16.41,-278.20%,83.52%,0.25,605.04%,0.26,21.15,-,-7.70%,2.00,378.26%,0.02,338.38,30.00%,-51.90%,0.36 - 11.40,378.26%,-,-,-17.60%,-20.20%,-55.17%,3.72,-,0.40,9.80%,10.50%,1319.53%,0.84,58,0.50,30.90%,-24.20%,45.36,13.12% 13.51%,Yes,1.97,101.60%,-27.60%,0.38,5.50,Yes,0.00,-,-,10.76M,5.11,-,-9.94%,-2.79%,152.15%,"2,796,783",-7.09%,small,439890000.0
cbay,12-18-2020,-,-,-0.94,0.40%,68.89M,-10.64%,408.78M,-,-1.02,0.00%,65.19M,-21.60%,-64.60M,-,-0.20,84.80%,6.25%,-18.78%,-,-,-22.20%,-2.03%,3.95,64.71%,2.27,2.59,-43.70%,-35.00%,-,200.00%,2.32,2.53,-,-37.80%,1.21 - 9.06,200.00%,-,-,10.40%,-,-36.64%,1.50,-,15.90,-,-,374.38%,0.40,24,15.90,-,-,24.42,7.63% 5.82%,Yes,0.00,56.70%,-,0.94,5.88,Yes,0.00,Nov 05 AMC,-,1.03M,5.74,1.50,-15.73%,-24.13%,12.88%,"670,321",-2.38%,small,408780000.0
cbb,12-18-2020,-,-,-1.60,1.30%,50.70M,0.13%,771.30M,-,-0.81,0.00%,49.73M,0.20%,-81.00M,-,-0.26,95.90%,17.29%,1.60%,1.54B,0.50,11.80%,-1.91%,18.22,2.14%,-6.59,-,43.70%,-3.10%,15.50,45.56%,0.17,87.65,35.80%,25.80%,10.33 - 16.05,45.56%,-,-,-21.00%,5.10%,-4.89%,0.48,-,0.70,5.80%,48.80%,47.77%,0.07,4400,0.80,1.80%,3.10%,53.02,0.44% 0.45%,Yes,-,33.70%,-5.30%,0.34,15.24,Yes,-,Nov 05 BMO,-,471.88K,15.27,3.00,0.13%,0.32%,2.20%,"109,338",0.16%,small,771300000.0
cbd,12-18-2020,-,36.31,0.40,57.40%,268.00M,3.01%,3.83B,13.38,1.08,0.00%,157.86M,12.96%,106.40M,1.70,-,10.50%,0.15%,16.53%,15.16B,0.25,-56.70%,-1.76%,0.62,5.97%,9.36,1.54,37.82%,0.70%,17.47,-34.25%,5.24,2.75,21.30%,3.80%,9.39 - 22.64,-34.25%,0.15,-,-18.40%,5.00%,-36.93%,1.03,1.04%,0.50,-2.80%,21.50%,52.08%,0.39,110000,0.90,57.40%,3.20%,59.44,1.93% 2.51%,Yes,2.11,96.40%,0.60%,0.12,14.38,Yes,1.56,-,180.40%,382.35K,14.28,2.00,1.56%,10.36%,13.21%,"31,507",-0.70%,large,3830000000.0
cbfv,12-18-2020,-,-,-1.68,6.80%,5.40M,0.99%,110.70M,14.54,1.40,20.63%,4.80M,-9.11%,-9.00M,-,0.25,28.20%,0.71%,6.66%,48.70M,2.27,87.60%,-6.52%,4.82,-4.68%,24.71,0.82,161.10%,-0.70%,25.50,-32.48%,20.63,0.99,10.00%,-6.10%,16.25 - 30.95,-32.48%,0.96,12.30,10.10%,26.90%,-34.12%,0.84,4.72%,-,19.60%,-,25.48%,0.73,266,-,-10.70%,86.40%,44.51,1.82% 3.26%,No,0.00,-569.80%,-18.60%,0.21,20.35,Yes,0.00,-,-,7.11K,20.39,2.50,-2.72%,-4.29%,-1.16%,"1,036",0.20%,small,110700000.0
cbh,12-18-2020,-,-,-,-,18.26M,1.22%,182.22M,-,-,-,-,1.01%,-,-,-,24.22%,-,13.41%,-,-,-,-,0.25,11.44%,-,-,-,-,-,3.42%,-,-,-,-,5.50 - 10.00,3.42%,0.55,-,-,-,-0.10%,-,5.51%,-,-,-,81.64%,0.13,-,-,-,-,63.68,0.68% 1.29%,No,-,-,-,0.28,9.98,Yes,-,-,-,39.73K,9.99,-,1.19%,5.08%,13.26%,"7,655",0.10%,small,182220000.0
cbio,12-18-2020,-,-,-3.10,0.40%,22.07M,-3.06%,140.49M,-,-3.32,0.00%,21.09M,2.26%,-50.90M,-,-0.78,65.10%,3.40%,47.44%,18.90M,7.43,-71.50%,1.07%,2.55,7.82%,4.26,1.49,-34.40%,-45.80%,-,-6.90%,4.64,1.37,-,-55.20%,3.43 - 8.94,-6.90%,-,-,55.70%,-,-30.98%,2.09,-,6.40,-,62.30%,79.88%,0.41,21,6.40,-,-,48.43,6.16% 7.12%,Yes,0.00,31.30%,-,0.29,6.34,Yes,0.00,Nov 05 BMO,-,281.42K,6.17,2.00,-3.40%,3.30%,8.84%,"56,112",-2.68%,small,140490000.0
cbli,12-18-2020,-,-,-0.20,56.41%,13.00M,12.46%,40.30M,-,-,0.00%,5.67M,12.10%,-2.40M,-,-,6.70%,4.36%,78.68%,0.60M,67.17,26.70%,-8.25%,0.09,57.14%,-0.17,-,-,-86.00%,2.00,484.72%,0.26,13.43,-,76.10%,0.51 - 5.43,484.72%,-,-,-19.00%,52.50%,-36.46%,0.64,-,6.70,-21.40%,-,569.90%,0.30,7,6.70,-83.80%,-,60.82,16.32% 8.64%,No,-,-44.00%,-,0.03,3.52,Yes,-,-,-,2.71M,3.45,-,13.36%,14.12%,50.70%,"60,562",-1.99%,small,40300000.0
cbmb,12-18-2020,-,68.21,0.20,13.97%,3.51M,-1.48%,49.61M,-,-,0.00%,3.19M,-3.20%,0.70M,-,-,14.80%,0.03%,10.83%,8.90M,5.57,32.90%,1.10%,0.51,11.76%,15.17,0.88,-,0.30%,-,0.15%,10.86,1.22,-,1.30%,10.14 - 14.11,-1.41%,-,-,-,11.80%,-4.32%,-,-,-,-,-,33.18%,0.26,44,-,-8.70%,82.40%,54.21,0.77% 0.99%,No,0.00,-6.60%,8.10%,0.09,13.30,Yes,0.00,-,0.00%,1.98K,13.50,-,0.84%,4.30%,8.63%,120,1.50%,small,49610000.0
cbmg,12-18-2020,-,-,-2.83,45.09%,19.43M,1.54%,358.48M,-,-,0.00%,8.97M,0.33%,-54.80M,-,-,34.00%,2.97%,0.60%,0.30M,1194.95,-19.90%,20.77%,5.92,11.41%,0.89,20.73,-,-61.90%,19.00,13.61%,1.34,13.79,-,-145.40%,11.48 - 19.50,13.61%,-,-,-13.00%,-72.80%,-5.87%,1.36,-,0.50,-9.60%,80.80%,59.89%,0.30,217,0.50,-,-,51.60,1.89% 1.38%,Yes,2.77,-6.40%,-,0.21,18.45,Yes,0.00,-,-,45.04K,18.35,3.00,-0.21%,0.97%,12.19%,"6,613",-0.51%,small,358480000.0
cbnk,12-18-2020,-,9.11,1.52,6.00%,13.80M,5.31%,190.57M,9.55,1.46,-1.89%,7.86M,16.82%,21.20M,-,0.55,25.70%,0.65%,46.83%,91.30M,2.09,18.10%,-2.70%,2.28,36.04%,10.83,1.28,-15.16%,1.30%,14.75,-6.72%,14.98,0.93,-,15.10%,6.98 - 14.97,-6.72%,-,-,-,39.60%,-6.48%,-,-,-,-,-,100.57%,0.48,230,-,12.50%,82.40%,67.99,4.13% 3.69%,No,0.12,90.90%,23.20%,0.50,13.89,Yes,0.12,-,0.00%,22.20K,14.00,1.70,7.90%,16.44%,27.60%,"7,695",0.79%,small,190570000.0
cboe,12-18-2020,S&P 500,20.33,4.56,0.54%,108.04M,2.11%,10.01B,18.41,5.03,0.90%,107.30M,1.42%,-,5.84,1.17,84.62%,1.56%,5.56%,3.18B,3.15,10.60%,-,1.97,-3.98%,28.09,3.30,-3.80%,-,96.56,-22.82%,-,-,3.48%,-,72.01 - 127.93,-22.82%,1.68,-,21.47%,-,-28.06%,-,1.81%,-,-,-,27.80%,2.16,823,-,17.40%,-,55.28,1.67% 2.39%,Yes,-,3.70%,-,0.37,92.62,Yes,-,Oct 30 BMO,-,852.43K,92.03,2.60,1.23%,4.58%,0.53%,"217,155",-0.64%,large,10010000000.0
cbpo,12-18-2020,-,33.10,3.56,48.20%,38.69M,-0.10%,4.57B,22.08,5.34,0.00%,20.09M,-0.91%,139.40M,2.75,0.69,47.10%,2.26%,6.09%,514.40M,8.89,6.30%,3.84%,3.56,15.62%,48.75,2.42,11.25%,6.90%,102.78,1.31%,28.46,4.14,12.05%,7.90%,97.91 - 119.29,1.31%,-,18.75,5.40%,8.00%,-1.11%,0.48,-,10.10,15.70%,64.90%,20.48%,0.69,2269,12.00,1.80%,35.30%,52.90,0.57% 0.49%,Yes,0.00,-18.20%,27.10%,0.41,117.91,Yes,0.00,Nov 24 AMC,0.00%,127.42K,117.96,3.00,-0.27%,0.75%,7.14%,"36,142",0.04%,large,4570000000.0
cbre,12-18-2020,S&P 500,19.69,3.17,0.50%,335.29M,-0.27%,20.87B,19.54,3.19,-1.02%,333.11M,2.06%,1.08B,1.79,0.92,98.00%,2.04%,32.85%,24.04B,0.87,20.00%,0.21%,3.73,39.13%,19.54,3.19,18.39%,6.70%,61.00,1.81%,4.43,14.09,11.00%,17.10%,29.17 - 67.70,1.81%,-,13.16,21.00%,13.10%,-7.90%,1.58,-,1.30,21.40%,20.20%,113.78%,1.49,100000,1.30,-4.70%,4.30%,51.06,1.68% 2.47%,Yes,0.47,-27.50%,4.50%,0.19,62.40,Yes,0.28,Oct 29 BMO,0.00%,1.82M,62.35,2.10,-3.02%,6.85%,30.47%,"236,730",-0.07%,large,20870000000.0
cbrl,12-18-2020,-,33.41,3.98,1.70%,23.71M,-2.00%,3.17B,16.08,8.26,0.00%,23.46M,-4.83%,95.00M,-,0.79,76.70%,6.91%,15.86%,2.42B,1.31,-114.70%,0.67%,4.41,21.54%,24.95,5.32,75.23%,3.90%,153.50,-13.59%,25.08,5.30,-3.70%,18.70%,53.61 - 170.10,-13.59%,5.20,-,-17.10%,9.70%,-21.93%,1.40,3.91%,1.50,-2.40%,68.60%,147.70%,4.24,55000,1.90,-13.70%,11.50%,45.64,2.91% 3.36%,Yes,1.60,300.40%,3.90%,0.46,132.84,Yes,1.54,Dec 03 BMO,97.50%,367.24K,132.79,2.60,-2.47%,0.92%,17.36%,"116,896",-0.04%,large,3170000000.0
cbsh,12-18-2020,-,24.57,2.69,2.20%,116.26M,1.55%,7.76B,20.25,3.26,-1.57%,113.56M,0.03%,313.80M,-,0.91,69.20%,2.98%,23.08%,884.60M,8.77,-0.50%,-0.82%,7.72,19.67%,28.43,2.32,20.35%,1.10%,61.52,1.97%,20.48,3.22,-8.70%,10.00%,43.34 - 68.50,1.97%,1.08,17.36,11.80%,22.10%,-4.26%,0.97,1.64%,-,7.40%,-,51.31%,1.58,4825,-,-3.70%,91.30%,55.55,2.44% 2.19%,Yes,0.00,19.30%,35.50%,0.34,65.98,Yes,0.00,Oct 20 BMO,37.90%,438.04K,65.58,3.20,1.94%,3.57%,14.69%,"103,070",-0.61%,large,7760000000.0
cbt,12-18-2020,-,-,-4.36,0.60%,56.30M,2.19%,2.54B,11.37,3.94,0.00%,55.85M,8.14%,-245.00M,-,0.88,89.20%,1.47%,24.29%,2.61B,0.97,-264.20%,-0.95%,2.82,22.65%,12.27,3.65,17.38%,-7.90%,47.43,-5.77%,2.66,16.81,28.36%,-26.60%,20.00 - 48.18,-5.77%,1.40,26.17,4.00%,-9.80%,-6.04%,1.60,3.13%,1.20,-1.90%,19.40%,126.34%,1.18,4500,1.80,-20.30%,0.80%,63.95,2.22% 2.60%,Yes,1.61,-,-9.10%,0.26,44.78,Yes,1.58,Nov 23 AMC,-,291.51K,45.27,2.50,5.52%,8.24%,22.43%,"52,016",1.09%,large,2540000000.0
cbtx,12-18-2020,-,22.39,1.15,4.10%,24.75M,1.02%,642.67M,22.31,1.16,1.49%,17.45M,17.59%,28.80M,-,0.24,34.60%,1.04%,57.96%,142.20M,4.52,6.70%,9.35%,3.65,31.28%,21.86,1.18,30.00%,0.80%,24.67,-17.06%,15.91,1.62,-,5.30%,12.50 - 31.73,-17.06%,0.40,38.25,15.00%,22.60%,-19.26%,-,1.55%,-,9.60%,-,104.96%,1.00,500,-,-13.80%,77.60%,65.51,5.47% 3.88%,No,0.00,-50.30%,20.20%,0.15,25.81,Yes,0.00,Oct 29 BMO,34.60%,49.88K,25.62,2.00,4.01%,14.03%,36.39%,"5,232",-0.74%,small,642670000.0
cbu,12-18-2020,-,20.62,3.01,0.80%,53.65M,1.29%,3.32B,21.79,2.85,-9.79%,52.82M,-0.32%,160.60M,2.58,0.75,72.70%,2.98%,13.94%,391.70M,8.48,-0.50%,1.49%,7.59,12.84%,39.12,1.59,-8.84%,1.20%,66.75,-12.53%,35.18,1.76,8.00%,7.90%,47.01 - 72.63,-12.53%,1.68,61.18,7.80%,16.00%,-14.55%,0.74,2.71%,-,8.50%,-,32.02%,1.49,2752,-,-1.10%,91.90%,44.85,1.96% 2.20%,Yes,0.04,5.60%,40.30%,0.41,62.05,Yes,0.04,Jan 25 BMO,55.20%,207.65K,62.06,3.00,-2.64%,-0.66%,5.03%,"58,861",0.02%,large,3320000000.0
cbz,12-18-2020,-,19.15,1.39,1.40%,54.40M,3.22%,1.44B,17.76,1.50,-22.92%,51.88M,9.99%,77.30M,1.28,-0.03,92.70%,0.99%,16.48%,955.90M,1.51,16.60%,-0.62%,2.13,11.98%,13.20,2.02,8.46%,5.30%,29.50,-1.19%,0.11,236.79,15.00%,11.30%,16.85 - 28.73,-1.19%,-,12.29,16.60%,7.70%,-7.52%,0.57,-,1.40,5.70%,14.80%,57.69%,0.52,4800,1.40,-0.60%,10.30%,65.05,1.56% 1.90%,Yes,0.15,12.50%,8.10%,0.29,26.64,Yes,0.15,Oct 29 BMO,0.00%,240.02K,26.57,1.30,3.75%,7.35%,13.31%,"48,841",-0.26%,large,1440000000.0
